row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
30,1368,88359,true,58,44,43.874,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.431,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.202,0.734,0.639,29.391,0,0.1,31,2400,false,done,1,1,1,full,0,0,1,0.4131,0.1591,0.226,0.028,0,0.1591,0.1591,0.226,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.409,12,false,false,false,0,0,0,0.378,0.019,0,0.003,0.008,0.428,0.02,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.734,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.935,0.052,4.604,0.261,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.327,0.793,4.127,0.366,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.405,3.893,4.181,0.302,2400,0,1,0,0,0,0.027,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
31,1369,88367,true,58,0,0.379,0.006,0,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.202,0.734,0.639,29.391,0,0.1,31,2400,false,done,1,1,1,full,0,0,1,0.4131,0.1591,0.226,0.028,0,0.1591,0.1591,0.226,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.409,12,false,false,false,0,0,0,0.378,0.019,0,0.003,0.008,0.428,0.02,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.734,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.935,0.052,4.604,0.261,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.327,0.793,4.127,0.366,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.405,3.893,4.181,0.302,2400,0,1,0,0,0,0.027,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
32,1370,88454,true,58,40,39.8,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.707,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.205,1.047,0.988,28.622,0,0.148,31,2400,false,done,1,1,1,full,0,0,1,0.4131,0.1591,0.226,0.028,0,0.1591,0.1591,0.226,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.409,12,false,false,false,0,0,0,0.378,0.019,0,0.003,0.008,0.428,0.02,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.918,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.465,0.033,3.121,0.294,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.119,0.76,2.343,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
33,1371,88465,true,58,1,0.422,0.006,0,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.205,1.047,0.988,28.622,0,0.148,31,2400,false,done,1,1,1,full,0,0,1,0.4131,0.1591,0.226,0.028,0,0.1591,0.1591,0.226,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.409,12,false,false,false,0,0,0,0.378,0.019,0,0.003,0.008,0.428,0.02,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.918,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.465,0.033,3.121,0.294,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.119,0.76,2.343,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
34,1372,88555,true,58,40,40.082,0.014,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.214,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.206,0.792,0.71,28.185,0,0.084,30,2400,false,done,1,1,1,full,0,0,1,0.4131,0.1591,0.226,0.028,0,0.1591,0.1591,0.226,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.409,12,false,false,false,0,0,0,0.378,0.019,0,0.003,0.008,0.428,0.02,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.35,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.465,0.033,3.121,0.294,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.719,0.76,3.666,0.264,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.614,3.436,3.856,0.297,2400,0,1,0,0,0,0.023,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
35,1373,88565,true,58,1,0.404,0.005,0.001,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.206,0.792,0.71,28.185,0,0.084,30,2400,false,done,1,1,1,full,0,0,1,0.4131,0.1591,0.226,0.028,0,0.1591,0.1591,0.226,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.409,12,false,false,false,0,0,0,0.378,0.019,0,0.003,0.008,0.428,0.02,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.35,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.465,0.033,3.121,0.294,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.719,0.76,3.666,0.264,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.614,3.436,3.856,0.297,2400,0,1,0,0,0,0.023,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
36,1374,88657,false,58,42,41.234,0.991,0.202,refresh_climate_daily,sea_ice,cursor_4,data_core,28.81,48.894,66.63,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,30.773,6,,1.362,3,,8.644,1,,0.195,0.783,0.696,28.777,0,0.094,30,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.561,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.04,0.038,3.63,0.352,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.379,0.767,2.59,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
37,1375,88668,true,58,0,0.391,0.005,0,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.195,0.783,0.696,28.777,0,0.094,30,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.235,0,0,1.186,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.561,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.04,0.038,3.63,0.352,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.379,0.767,2.59,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
38,1376,88757,true,58,43,42.81,0.017,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.878,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.237,0.773,0.647,28.84,0,0.098,31,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.737,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.04,0.038,3.63,0.352,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.198,0.767,4.076,0.316,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.772,3.343,4.067,0.338,2400,0,1,0,0,0,0.029,0.019,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
39,1377,88765,true,58,0,0.406,0.006,0.001,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.237,0.773,0.647,28.84,0,0.098,31,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.737,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.04,0.038,3.63,0.352,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.198,0.767,4.076,0.316,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.772,3.343,4.067,0.338,2400,0,1,0,0,0,0.029,0.019,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
40,1378,88855,true,58,40,40.614,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.97,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.194,1.043,0.906,28.936,0,0.088,31,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.306,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.749,0.049,3.344,0.332,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.263,0.768,2.474,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
41,1379,88871,true,58,0,0.398,0.005,0,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.194,1.043,0.906,28.936,0,0.088,31,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.306,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.749,0.049,3.344,0.332,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.263,0.768,2.474,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
42,1380,88954,true,58,45,45.385,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.462,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.177,0.729,0.647,29.428,0,0.089,31,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.419,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.749,0.049,3.344,0.332,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.987,0.768,3.921,0.262,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.528,3.261,3.942,0.303,2400,0,1,0,0,0,0.029,0.017,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
43,1381,88969,true,58,0,0.364,0.005,0,,,,,0,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.177,0.729,0.647,29.428,0,0.089,31,2400,false,done,1,1,1,full,0,0,1,0.3598,0.1177,0.215,0.0271,0,0.1177,0.1177,0.215,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.277,12,false,false,false,0,0,0,0.332,0.02,0,0.003,0.013,0.391,0.023,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.419,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.749,0.049,3.344,0.332,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.987,0.768,3.921,0.262,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.528,3.261,3.942,0.303,2400,0,1,0,0,0,0.029,0.017,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
44,1382,89052,false,58,43,41.238,1.054,0.2,refresh_climate_daily,sea_ice,cursor_4,data_core,28.668,48.894,66.63,0,0,0,policy_gated,0,0,policy_gated,1.094,1,,30.55,6,,1.425,3,,7.648,1,,0.18,0.722,0.678,28.626,0,0.113,30,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.556,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.31,0.03,2.952,0.313,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.197,0.749,2.431,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
45,1383,89066,true,61,1,1.085,0.014,0,season_refresh,stage_0_moisture,cursor_0,stage,0.441,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.18,0.722,0.678,28.626,0,0.113,30,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.546,0,0,1.485,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.556,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.31,0.03,2.952,0.313,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.197,0.749,2.431,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
46,1384,89150,true,61,41,41.851,0.017,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.224,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.151,0.605,0.707,28.188,0,0.096,30,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.83,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.31,0.03,2.952,0.313,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.153,0.749,4.084,0.286,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.717,3.471,3.8,0.42,2400,0,1,0,0,0,0.027,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
47,1385,89170,true,61,5,5.509,0.012,0,season_refresh,stage_2_redecide,cursor_0,micro,5.063,48.894,66.63,0,,,,,,,,,,,,,,,,,,,0.151,0.605,0.707,28.188,0,0.096,30,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,9.83,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.31,0.03,2.952,0.313,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.153,0.749,4.084,0.286,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,7.717,3.471,3.8,0.42,2400,0,1,0,0,0,0.027,0.017,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
48,1386,89254,true,61,47,46.656,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.788,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.171,0.659,0.638,28.754,0,0.091,31,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.005,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.492,0.032,3.11,0.333,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.434,0.784,2.63,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
49,1387,89283,true,61,18,18.286,0.024,0,season_refresh,stage_4_veg_feedback,cursor_0,micro,17.781,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.171,0.659,0.638,28.754,0,0.091,31,2400,false,done,1,1,1,full,0,0,1,0.3577,0.1175,0.214,0.0262,0,0.1175,0.1175,0.214,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.36,12,false,false,false,0,0,0,0.33,0.017,0,0.003,0.009,0.379,0.02,cover,skipped_no_dirty,1.184,0,0,1.139,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.005,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.492,0.032,3.11,0.333,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.434,0.784,2.63,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
