row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason
10,103,27467,true,36,145,144.939,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,130.934,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.241,0.871,0.83,11.469,0,0.053,14,2400,false,done,1,1,1,full,0.4079,0.1425,0.241,0.0244,0,0.1425,0.1425,0.241,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.147,12,false,false,false,0,0,0,0.396,0.023,0,0.002,0.007,0.459,0.031,cover,skipped_no_dirty,1.792,0,0,1.751,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
11,104,27471,true,36,0,0.223,0.004,0,,,,,0,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.241,0.871,0.83,11.469,0,0.053,14,2400,false,done,1,1,1,full,0.4079,0.1425,0.241,0.0244,0,0.1425,0.1425,0.241,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.147,12,false,false,false,0,0,0,0.396,0.023,0,0.002,0.007,0.459,0.031,cover,skipped_no_dirty,1.792,0,0,1.751,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
12,105,27534,false,36,37,35.941,1.446,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,22.947,153.493,393.358,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.603,6,,6.107,3,,22.957,1,,0.257,0.944,0.794,4.323,0,0.059,6,2400,false,done,1,1,1,full,0.5381,0.2247,0.286,0.0274,0,0.2247,0.2247,0.286,0.004,0.002,0,0.002,0,0,0,0.0044,0.0258,0,0,0.0176,6.035,12,true,true,true,0,0,0,0.483,4.709,0,0.003,0.007,5.225,0.023,cover,skipped_no_dirty,1.792,0,0,1.751,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
13,106,27542,true,36,0,0.223,0.005,0,,,,,0,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.257,0.944,0.794,4.323,0,0.059,6,2400,false,done,1,1,1,full,0.5381,0.2247,0.286,0.0274,0,0.2247,0.2247,0.286,0.004,0.002,0,0.002,0,0,0,0.0044,0.0258,0,0,0.0176,6.035,12,true,true,true,0,0,0,0.483,4.709,0,0.003,0.007,5.225,0.023,cover,skipped_no_dirty,1.792,0,0,1.751,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
14,107,27730,true,36,133,132.61,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,123.805,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.265,0.699,0.829,4.63,0,0.052,7,2400,false,done,1,1,1,full,0.5381,0.2247,0.286,0.0274,0,0.2247,0.2247,0.286,0.004,0.002,0,0.002,0,0,0,0.0044,0.0258,0,0,0.0176,6.035,12,true,true,true,0,0,0,0.483,4.709,0,0.003,0.007,5.225,0.023,cover,skipped_no_dirty,1.733,0,0,1.691,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
15,108,27872,true,36,139,138.458,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,131.288,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.26,0.951,0.822,4.542,0,0.052,7,2400,false,done,1,1,1,full,0.5381,0.2247,0.286,0.0274,0,0.2247,0.2247,0.286,0.004,0.002,0,0.002,0,0,0,0.0044,0.0258,0,0,0.0176,6.035,12,true,true,true,0,0,0,0.483,4.709,0,0.003,0.007,5.225,0.023,cover,skipped_no_dirty,1.733,0,0,1.691,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
16,109,27875,true,36,0,0.218,0.004,0,,,,,0,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.26,0.951,0.822,4.542,0,0.052,7,2400,false,done,1,1,1,full,0.5381,0.2247,0.286,0.0274,0,0.2247,0.2247,0.286,0.004,0.002,0,0.002,0,0,0,0.0044,0.0258,0,0,0.0176,6.035,12,true,true,true,0,0,0,0.483,4.709,0,0.003,0.007,5.225,0.023,cover,skipped_no_dirty,1.733,0,0,1.691,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
17,110,27944,false,36,30,29.026,1.263,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,21.389,153.493,393.358,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.143,6,,1.212,3,,21.398,1,,0.228,0.855,0.777,4.031,0,0.049,6,2400,false,done,1,1,1,full,0.3971,0.1481,0.223,0.026,0,0.1481,0.1481,0.223,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.145,12,false,false,false,0,0,0,0.366,0.019,0,0.003,0.008,0.416,0.02,cover,skipped_no_dirty,1.733,0,0,1.691,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
18,111,27964,true,36,0,0.246,0.004,0.001,,,,,0,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.228,0.855,0.777,4.031,0,0.049,6,2400,false,done,1,1,1,full,0.3971,0.1481,0.223,0.026,0,0.1481,0.1481,0.223,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.145,12,false,false,false,0,0,0,0.366,0.019,0,0.003,0.008,0.416,0.02,cover,skipped_no_dirty,1.733,0,0,1.691,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
19,112,28137,true,36,123,122.881,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,114.313,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.18,0.688,0.826,4.267,0,0.05,6,2400,false,done,1,1,1,full,0.3971,0.1481,0.223,0.026,0,0.1481,0.1481,0.223,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.145,12,false,false,false,0,0,0,0.366,0.019,0,0.003,0.008,0.416,0.02,cover,skipped_no_dirty,1.666,0,0,1.614,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
20,113,28270,true,35,130,130.347,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,122.82,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.22,0.827,0.797,4.584,0,0.048,6,2400,false,done,1,1,1,full,0.3971,0.1481,0.223,0.026,0,0.1481,0.1481,0.223,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.145,12,false,false,false,0,0,0,0.366,0.019,0,0.003,0.008,0.416,0.02,cover,skipped_no_dirty,1.666,0,0,1.614,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
21,114,28288,true,35,8,8.003,0.006,0,season_refresh,stage_2_redecide,cursor_0,micro,7.727,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.22,0.827,0.797,4.584,0,0.048,6,2400,false,done,1,1,1,full,0.3971,0.1481,0.223,0.026,0,0.1481,0.1481,0.223,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.145,12,false,false,false,0,0,0,0.366,0.019,0,0.003,0.008,0.416,0.02,cover,skipped_no_dirty,1.666,0,0,1.614,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
22,115,28349,false,35,35,33.69,1.313,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,21.074,153.493,393.358,0,1.806,1,,0,0,policy_gated,3.12,1,,6.138,6,,1.21,3,,21.082,1,,0.238,0.661,0.729,4.263,0,0.048,6,2400,false,done,1,1,1,full,0.4166,0.1483,0.243,0.0253,0,0.1483,0.1483,0.243,0.004,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.126,12,false,false,false,0,0,0,0.362,0.021,0,0.003,0.007,0.413,0.02,cover,skipped_no_dirty,1.666,0,0,1.614,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
23,116,28379,true,35,15,15.513,0.006,0,season_refresh,stage_4_veg_feedback,cursor_0,micro,15.23,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.238,0.661,0.729,4.263,0,0.048,6,2400,false,done,1,1,1,full,0.4166,0.1483,0.243,0.0253,0,0.1483,0.1483,0.243,0.004,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.126,12,false,false,false,0,0,0,0.362,0.021,0,0.003,0.007,0.413,0.02,cover,skipped_no_dirty,1.666,0,0,1.614,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
24,117,28558,true,35,128,127.563,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,116.797,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.249,0.655,0.787,4.101,0,0.05,6,2400,false,done,1,1,1,full,0.4166,0.1483,0.243,0.0253,0,0.1483,0.1483,0.243,0.004,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.126,12,false,false,false,0,0,0,0.362,0.021,0,0.003,0.007,0.413,0.02,cover,skipped_no_dirty,1.262,0,0,1.227,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
25,118,28564,true,35,3,2.256,0.005,0,season_refresh,stage_6_mangrove,cursor_0,stage,1.987,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.249,0.655,0.787,4.101,0,0.05,6,2400,false,done,1,1,1,full,0.4166,0.1483,0.243,0.0253,0,0.1483,0.1483,0.243,0.004,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.126,12,false,false,false,0,0,0,0.362,0.021,0,0.003,0.007,0.413,0.02,cover,skipped_no_dirty,1.262,0,0,1.227,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
26,119,28748,true,35,134,133.556,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,124.589,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.203,0.656,0.782,4.026,0,0.049,6,2400,false,done,1,1,1,full,0.4166,0.1483,0.243,0.0253,0,0.1483,0.1483,0.243,0.004,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.126,12,false,false,false,0,0,0,0.362,0.021,0,0.003,0.007,0.413,0.02,cover,skipped_no_dirty,1.262,0,0,1.227,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
27,120,28791,false,35,40,38.411,1.279,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,21.094,151.512,393.358,0,2.449,1,,0,0,policy_gated,6.268,1,,6.651,6,,1.332,3,,21.102,1,,0.217,0.876,0.851,4.448,0,0.049,7,2400,false,done,1,1,1,full,0.4602,0.1493,0.279,0.0319,0,0.1493,0.1493,0.279,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.262,12,false,false,false,0,0,0,0.408,0.021,0,0.002,0.067,0.522,0.024,cover,skipped_no_dirty,1.262,0,0,1.227,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
28,121,28799,true,35,5,4.783,0.006,0,season_refresh,stage_9_sync,cursor_0,stage,4.561,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.217,0.876,0.851,4.448,0,0.049,7,2400,false,done,1,1,1,full,0.4602,0.1493,0.279,0.0319,0,0.1493,0.1493,0.279,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.262,12,false,false,false,0,0,0,0.408,0.021,0,0.002,0.067,0.522,0.024,cover,skipped_no_dirty,1.262,0,0,1.227,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
29,122,28965,true,35,156,155.592,0.017,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,121.271,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.269,0.996,0.895,4.222,0,0.098,7,2400,false,done,1,1,1,full,0.4602,0.1493,0.279,0.0319,0,0.1493,0.1493,0.279,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.262,12,false,false,false,0,0,0,0.408,0.021,0,0.002,0.067,0.522,0.024,biome,cached_full_update,27.114,1876,431019,25.592,0.005,1.48,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
30,123,29101,true,35,133,132.519,0.016,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,125.439,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.191,1.02,0.845,4.235,0,0.048,6,2400,false,done,1,1,1,full,0.4602,0.1493,0.279,0.0319,0,0.1493,0.1493,0.279,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.262,12,false,false,false,0,0,0,0.408,0.021,0,0.002,0.067,0.522,0.024,biome,cached_full_update,27.114,1876,431019,25.592,0.005,1.48,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
31,124,29105,true,35,1,0.246,0.004,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.191,1.02,0.845,4.235,0,0.048,6,2400,false,done,1,1,1,full,0.4602,0.1493,0.279,0.0319,0,0.1493,0.1493,0.279,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.262,12,false,false,false,0,0,0,0.408,0.021,0,0.002,0.067,0.522,0.024,biome,cached_full_update,27.114,1876,431019,25.592,0.005,1.48,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
32,125,29180,false,25,32,30.416,1.309,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,21.216,151.512,393.358,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,7.11,6,,1.767,3,,21.225,1,,0.243,1.018,0.837,4.749,0,0.049,7,2400,false,done,1,1,1,full,0.529,0.2476,0.249,0.0324,0,0.2476,0.2476,0.249,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.671,12,false,false,false,0,0,0,0.801,0.044,0,0.003,0.008,0.883,0.027,biome,cached_full_update,27.114,1876,431019,25.592,0.005,1.48,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
33,126,29200,true,25,0,0.291,0.005,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.243,1.018,0.837,4.749,0,0.049,7,2400,false,done,1,1,1,full,0.529,0.2476,0.249,0.0324,0,0.2476,0.2476,0.249,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.671,12,false,false,false,0,0,0,0.801,0.044,0,0.003,0.008,0.883,0.027,biome,cached_full_update,27.114,1876,431019,25.592,0.005,1.48,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
34,127,29412,true,25,147,147.215,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,130.95,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.245,0.763,0.864,11.94,0,0.056,14,2400,false,done,1,1,1,full,0.529,0.2476,0.249,0.0324,0,0.2476,0.2476,0.249,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.671,12,false,false,false,0,0,0,0.801,0.044,0,0.003,0.008,0.883,0.027,cover,skipped_no_dirty,1.745,0,0,1.707,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
35,128,29416,true,25,1,0.252,0.011,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.245,0.763,0.864,11.94,0,0.056,14,2400,false,done,1,1,1,full,0.529,0.2476,0.249,0.0324,0,0.2476,0.2476,0.249,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.671,12,false,false,false,0,0,0,0.801,0.044,0,0.003,0.008,0.883,0.027,cover,skipped_no_dirty,1.745,0,0,1.707,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
36,129,29599,true,25,134,134.462,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,126.842,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.281,1.042,0.84,4.783,0,0.051,7,2400,false,done,1,1,1,full,0.529,0.2476,0.249,0.0324,0,0.2476,0.2476,0.249,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.671,12,false,false,false,0,0,0,0.801,0.044,0,0.003,0.008,0.883,0.027,cover,skipped_no_dirty,1.745,0,0,1.707,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
