row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
73,255,25452,true,58,0,0.398,0.006,0,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.216,1.052,0.908,3.95,0,0.086,7,2400,false,done,1,1,1,full,0,0,1,0.3759,0.1204,0.223,0.0325,0,0.1204,0.1204,0.223,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.66,12,false,false,false,0,0,0,0.654,0.023,0,0.004,0.011,0.721,0.029,cover,skipped_no_dirty,1.331,0,0,1.283,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,13.923,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.214,0.031,4.685,0.427,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.77,0.776,6.56,0.344,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.241,3.582,7.1,0.463,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.024,0.015,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
74,256,25536,false,58,33,31.333,1.746,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,20.113,26.458,217.587,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,7.99,6,,2.67,3,,20.132,1,,0.198,0.854,1.257,5.207,0,0.133,8,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.331,0,0,1.283,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,20.008,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,8.593,0.09,7.756,0.629,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,9.121,1.626,7.409,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
75,257,25545,true,58,1,0.447,0.007,0.001,,,,,0,26.458,217.587,0,,,,,,,,,,,,,,,,,,,0.198,0.854,1.257,5.207,0,0.133,8,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.331,0,0,1.283,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,20.008,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,8.593,0.09,7.756,0.629,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,9.121,1.626,7.409,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
76,258,25624,true,58,22,21.665,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.793,26.458,217.587,0,,,,,,,,,,,,,,,,,,,0.22,0.767,0.678,3.665,0,0.077,6,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,13.691,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,8.593,0.09,7.756,0.629,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,11.658,1.626,9.575,0.314,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.986,3.432,7.127,0.333,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.026,0.015,0,0.008,0,0,0,0,0,0,dirty_no_water_intersection,,
77,259,25652,true,58,0,0.375,0.006,0,,,,,0,26.458,217.587,0,,,,,,,,,,,,,,,,,,,0.22,0.767,0.678,3.665,0,0.077,6,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,13.691,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,8.593,0.09,7.756,0.629,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,11.658,1.626,9.575,0.314,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.986,3.432,7.127,0.333,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.026,0.015,0,0.008,0,0,0,0,0,0,dirty_no_water_intersection,,
78,260,25720,true,58,18,18.39,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,11.957,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.216,0.933,0.816,3.678,0,0.078,6,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.876,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.428,0.031,4.978,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.383,0.779,4.56,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
79,261,25753,true,58,0,0.389,0.006,0,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.216,0.933,0.816,3.678,0,0.078,6,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.876,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.428,0.031,4.978,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.383,0.779,4.56,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
80,262,25824,true,58,22,21.71,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,15.27,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.195,0.746,0.78,3.918,0,0.086,6,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,15.161,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.428,0.031,4.978,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.124,0.779,6.83,0.438,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,12.191,4.445,7.095,0.571,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.028,0.016,0,0.008,0,0,0,0,0,0,dirty_no_water_intersection,,
81,263,25853,true,58,1,0.573,0.014,0,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.195,0.746,0.78,3.918,0,0.086,6,2400,false,done,1,1,1,full,0,0,1,0.6254,0.2122,0.364,0.0492,0,0.2122,0.2122,0.364,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,2.556,12,false,false,false,0,0,0,0.618,0.032,0,0.006,0.024,0.716,0.036,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,15.161,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.428,0.031,4.978,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.124,0.779,6.83,0.438,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,12.191,4.445,7.095,0.571,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.028,0.016,0,0.008,0,0,0,0,0,0,dirty_no_water_intersection,,
82,264,25924,false,58,22,21.134,1.094,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.937,26.418,217.587,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.191,6,,1.544,3,,12.952,1,,0.202,0.861,0.758,4.039,0,0.085,7,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,12.863,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.012,0.032,5.388,0.49,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.747,0.881,4.802,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
83,265,25953,true,58,0,0.386,0.006,0,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.202,0.861,0.758,4.039,0,0.085,7,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.696,0,0,1.641,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,12.863,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.012,0.032,5.388,0.49,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.747,0.881,4.802,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
84,266,26028,true,58,26,25.387,0.02,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,17.412,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.201,0.774,0.683,4.045,0,0.078,6,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,17.245,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.012,0.032,5.388,0.49,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.445,0.881,7.007,0.462,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,14.292,3.572,9.744,0.875,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.036,0.021,0,0.011,0,0,0,0,0,0,dirty_no_water_intersection,,
85,267,26055,true,60,1,0.391,0.006,0,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.201,0.774,0.683,4.045,0,0.078,6,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,17.245,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.012,0.032,5.388,0.49,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.445,0.881,7.007,0.462,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,14.292,3.572,9.744,0.875,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.036,0.021,0,0.011,0,0,0,0,0,0,dirty_no_water_intersection,,
86,268,26122,true,60,20,19.594,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.073,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.204,0.783,0.782,3.965,0,0.084,6,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,13.001,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.509,0.033,5.992,0.365,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.307,0.785,4.47,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
87,269,26153,true,60,0,0.42,0.006,0.001,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.204,0.783,0.782,3.965,0,0.084,6,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,13.001,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.509,0.033,5.992,0.365,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.307,0.785,4.47,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
88,270,26225,true,60,22,21.379,0.025,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,14.304,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.196,0.819,0.757,3.685,0,0.077,6,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.187,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.509,0.033,5.992,0.365,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.82,0.785,6.615,0.329,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.478,3.431,7.426,0.534,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.029,0.017,0,0.008,0,0,0,0,0,0,dirty_no_water_intersection,,
89,271,26253,true,60,1,0.409,0.005,0.001,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.196,0.819,0.757,3.685,0,0.077,6,2400,false,done,1,1,1,full,0,0,1,0.3552,0.1178,0.209,0.0284,0,0.1178,0.1178,0.209,0.003,0.001,0.001,0.001,0,0,0,0,0.019,0,0,0,1.458,12,false,true,false,0,0,0,0.347,0.095,0,0.004,0.009,0.477,0.022,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.187,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,6.509,0.033,5.992,0.365,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.82,0.785,6.615,0.329,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.478,3.431,7.426,0.534,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.029,0.017,0,0.008,0,0,0,0,0,0,dirty_no_water_intersection,,
90,272,26327,false,60,25,23.072,1.153,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.208,26.418,217.587,0,0,0,policy_gated,0,0,policy_gated,2.936,1,,6.02,6,,1.39,3,,12.224,1,,0.187,0.772,0.686,4.062,0,0.085,6,2400,false,done,1,1,1,full,0,0,1,0.4084,0.1637,0.217,0.0277,0,0.1637,0.1637,0.217,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.319,12,false,false,false,0,0,0,0.352,0.018,0,0.003,0.01,0.404,0.021,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,12.131,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.514,0.032,4.959,0.456,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.492,0.832,4.605,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
91,273,26353,true,60,0,0.397,0.005,0,,,,,0,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.187,0.772,0.686,4.062,0,0.085,6,2400,false,done,1,1,1,full,0,0,1,0.4084,0.1637,0.217,0.0277,0,0.1637,0.1637,0.217,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.319,12,false,false,false,0,0,0,0.352,0.018,0,0.003,0.01,0.404,0.021,cover,skipped_no_dirty,1.31,0,0,1.258,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,12.131,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.514,0.032,4.959,0.456,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.492,0.832,4.605,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
92,274,26428,true,60,26,25.973,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,15.419,26.418,217.587,0,,,,,,,,,,,,,,,,,,,0.195,0.786,0.786,5.118,0,0.108,7,2400,false,done,1,1,1,full,0,0,1,0.4084,0.1637,0.217,0.0277,0,0.1637,0.1637,0.217,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.319,12,false,false,false,0,0,0,0.352,0.018,0,0.003,0.01,0.404,0.021,cover,skipped_no_dirty,1.709,0,0,1.65,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,15.323,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.514,0.032,4.959,0.456,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,9.126,0.832,7.679,0.529,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.496,4.198,6.858,0.348,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.025,0.016,0,0.007,0,0,0,0,0,0,dirty_no_water_intersection,,
