row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
31,93,22981,true,51,67,67.749,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,59.778,75.634,299.437,0,,,,,,,,,,,,,,,,,,,0.228,0.995,0.812,4.177,0,0.046,6,2400,false,done,1,1,1,full,0.4682,0.2194,0.221,0.0278,0,0.2194,0.2194,0.221,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.433,12,false,false,false,0,0,0,0.598,0.028,0,0.003,0.007,0.658,0.022,cover,skipped_no_dirty,1.765,0,0,1.725,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,59.687,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.391,0.058,30.785,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.395,0.131,37.709,0.531,2400,2400,0,20,0,0,all_cells,cpp,,2400,38.911,0.15,38.205,0.533,2400,0,19,0,0,992,9.111,0.149,8.954,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
32,94,22986,true,51,0,0.23,0.004,0,,,,,0,75.634,299.437,0,,,,,,,,,,,,,,,,,,,0.228,0.995,0.812,4.177,0,0.046,6,2400,false,done,1,1,1,full,0.4682,0.2194,0.221,0.0278,0,0.2194,0.2194,0.221,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.433,12,false,false,false,0,0,0,0.598,0.028,0,0.003,0.007,0.658,0.022,cover,skipped_no_dirty,1.765,0,0,1.725,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,59.687,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.391,0.058,30.785,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.395,0.131,37.709,0.531,2400,2400,0,20,0,0,all_cells,cpp,,2400,38.911,0.15,38.205,0.533,2400,0,19,0,0,992,9.111,0.149,8.954,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
33,95,23037,false,51,23,21.351,1.165,0.209,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.813,75.634,299.437,0,0,0,policy_gated,0,0,policy_gated,0.166,1,,6.886,6,,1.164,3,,12.821,1,,0.233,1.024,0.809,4.577,0,0.045,7,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.765,0,0,1.725,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.732,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.391,0.058,30.785,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.395,0.131,37.709,0.531,2400,2400,0,20,0,0,all_cells,cpp,,2400,38.911,0.15,38.205,0.533,2400,0,19,0,0,2400,21.808,0.149,21.466,0.18,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
34,96,23066,true,51,1,0.301,0.006,0.001,,,,,0,75.634,299.437,0,,,,,,,,,,,,,,,,,,,0.233,1.024,0.809,4.577,0,0.045,7,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.765,0,0,1.725,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.732,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.391,0.058,30.785,0.523,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.395,0.131,37.709,0.531,2400,2400,0,20,0,0,all_cells,cpp,,2400,38.911,0.15,38.205,0.533,2400,0,19,0,0,2400,21.808,0.149,21.466,0.18,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
35,97,23187,true,51,73,72.815,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.667,75.634,299.437,0,,,,,,,,,,,,,,,,,,,0.187,0.925,0.794,4.099,0,0.045,6,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.586,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.698,0.057,31.106,0.512,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.633,0.146,26.471,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
36,98,23190,true,51,0,0.243,0.004,0.001,,,,,0,75.634,299.437,0,,,,,,,,,,,,,,,,,,,0.187,0.925,0.794,4.099,0,0.045,6,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.586,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.698,0.057,31.106,0.512,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.633,0.146,26.471,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
37,99,23281,true,51,67,66.899,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.114,75.634,299.437,0,,,,,,,,,,,,,,,,,,,0.231,0.989,0.788,4.175,0,0.048,7,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.026,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.698,0.057,31.106,0.512,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.295,0.146,37.603,0.522,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.035,0.149,38.346,0.515,2400,0,19,0,0,992,9.206,0.157,9.04,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
38,100,23285,true,51,1,0.234,0.005,0,,,,,0,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.231,0.989,0.788,4.175,0,0.048,7,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.026,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.698,0.057,31.106,0.512,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.295,0.146,37.603,0.522,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.035,0.149,38.346,0.515,2400,0,19,0,0,992,9.206,0.157,9.04,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
39,101,23334,true,51,20,19.479,0.008,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.837,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.282,1.002,0.788,4,0,0.045,7,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.755,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.698,0.057,31.106,0.512,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.295,0.146,37.603,0.522,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.035,0.149,38.346,0.515,2400,0,19,0,0,2400,21.923,0.157,21.644,0.102,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
40,102,23364,true,51,0,0.264,0.006,0,,,,,0,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.282,1.002,0.788,4,0,0.045,7,2400,false,done,1,1,1,full,0.3889,0.1405,0.225,0.0234,0,0.1405,0.1405,0.225,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.095,12,false,false,false,0,0,0,0.362,0.019,0,0.002,0.007,0.415,0.025,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.755,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.698,0.057,31.106,0.512,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.295,0.146,37.603,0.522,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.035,0.149,38.346,0.515,2400,0,19,0,0,2400,21.923,0.157,21.644,0.102,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
41,103,23483,false,51,69,66.561,1.471,0.229,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.178,74.892,299.437,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.87,6,,1.153,3,,58.194,1,,0.265,1.003,0.763,4.581,0,0.046,7,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.095,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.486,0.056,30.833,0.574,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.357,0.155,26.177,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
42,104,23489,true,51,0,0.264,0.006,0,,,,,0,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.265,1.003,0.763,4.581,0,0.046,7,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.7,0,0,1.66,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.095,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.486,0.056,30.833,0.574,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.357,0.155,26.177,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
43,105,23583,true,51,69,68.584,0.017,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.294,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.248,0.72,0.788,4.195,0,0.045,6,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.209,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.486,0.056,30.833,0.574,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.074,0.155,37.364,0.52,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.078,0.14,38.395,0.513,2400,0,19,0,0,992,9.294,0.152,9.135,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
44,106,23586,true,51,0,0.229,0.004,0,,,,,0,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.248,0.72,0.788,4.195,0,0.045,6,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.209,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.486,0.056,30.833,0.574,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.074,0.155,37.364,0.52,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.078,0.14,38.395,0.513,2400,0,19,0,0,992,9.294,0.152,9.135,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
45,107,23635,true,51,21,20.464,0.011,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.103,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.234,1.015,0.766,4.772,0,0.048,7,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.014,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.486,0.056,30.833,0.574,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.074,0.155,37.364,0.52,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.078,0.14,38.395,0.513,2400,0,19,0,0,2400,22.264,0.152,21.91,0.186,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
46,108,23665,true,51,1,0.281,0.006,0,,,,,0,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.234,1.015,0.766,4.772,0,0.048,7,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.014,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.486,0.056,30.833,0.574,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.074,0.155,37.364,0.52,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.078,0.14,38.395,0.513,2400,0,19,0,0,2400,22.264,0.152,21.91,0.186,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
47,109,23780,true,51,66,65.367,0.017,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,57.907,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.23,1.018,0.776,4.83,0,0.051,7,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,57.814,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.176,0.057,30.569,0.518,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.371,0.132,26.22,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
48,110,23783,true,51,0,0.267,0.006,0,,,,,0,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.23,1.018,0.776,4.83,0,0.051,7,2400,false,done,1,1,1,full,0.3902,0.1399,0.228,0.0223,0,0.1399,0.1399,0.228,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.082,12,false,false,false,0,0,0,0.351,0.018,0,0.002,0.007,0.406,0.028,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,57.814,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.176,0.057,30.569,0.518,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.371,0.132,26.22,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
49,111,23885,false,51,70,68.493,1.387,0.264,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.507,74.892,299.437,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.499,6,,1.149,3,,60.523,1,,0.234,1.03,0.791,4.179,0,0.048,6,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.414,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.176,0.057,30.569,0.518,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.987,0.132,37.326,0.504,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.293,0.151,38.585,0.529,2400,0,19,0,0,992,9.392,0.187,9.197,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
50,112,23892,true,51,1,0.549,0.005,0,season_refresh,stage_0_moisture,cursor_0,stage,0.286,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.234,1.03,0.791,4.179,0,0.048,6,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.728,0,0,1.688,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.414,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.176,0.057,30.569,0.518,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.987,0.132,37.326,0.504,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.293,0.151,38.585,0.529,2400,0,19,0,0,992,9.392,0.187,9.197,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
51,113,23936,true,51,21,21.051,0.011,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.815,74.892,299.437,0,,,,,,,,,,,,,,,,,,,0.183,0.68,0.791,4.183,0,0.046,6,2400,false,done,1,1,1,full,0.369,0.1399,0.205,0.0241,0,0.1399,0.1399,0.205,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.078,12,false,false,false,0,0,0,0.34,0.02,0,0.002,0.006,0.39,0.022,cover,skipped_no_dirty,1.673,0,0,1.637,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.726,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.176,0.057,30.569,0.518,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.987,0.132,37.326,0.504,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.293,0.151,38.585,0.529,2400,0,19,0,0,2400,22.08,0.187,21.738,0.134,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
