row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
10,616,84278,true,60,1,0.341,0.005,0,,,,,0,49.266,56.034,0,,,,,,,,,,,,,,,,,,,0.204,0.819,0.742,3.611,0,0.074,5,2400,false,done,1,1,1,full,0.3449,0.1124,0.205,0.0275,0,0.1124,0.1124,0.205,0.002,0.001,0.001,0,0,0,0,0,0.0243,0,0,0,1.203,12,false,true,false,0,0,0,0.335,0.194,0,0.003,0.01,0.566,0.024,biome,cached_full_update,13.972,1202,276544,12.585,0.005,1.348,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.165,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.129,0.031,17.655,0.386,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.111,0.772,23.893,0.371,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.18,3.286,23.461,0.351,2400,0,5,0,0,0,0.021,0.013,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
11,617,84359,false,60,46,44.121,1.073,0.173,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.933,49.266,56.034,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,5.24,6,,1.508,3,,36.946,1,,0.184,0.803,0.675,3.311,0,0.061,5,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,biome,cached_full_update,13.972,1202,276544,12.585,0.005,1.348,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.861,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.023,0.028,18.544,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,16.836,0.734,16.059,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
12,618,84370,true,60,1,0.359,0.005,0,,,,,0,49.266,56.034,0,,,,,,,,,,,,,,,,,,,0.184,0.803,0.675,3.311,0,0.061,5,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,biome,cached_full_update,13.972,1202,276544,12.585,0.005,1.348,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.861,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.023,0.028,18.544,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,16.836,0.734,16.059,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
13,619,84454,true,60,41,40.695,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,34.054,49.266,56.034,0,,,,,,,,,,,,,,,,,,,0.186,0.71,0.613,3.258,0,0.049,5,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,33.959,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.023,0.028,18.544,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.095,0.734,22.824,0.472,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,26.554,3.15,23.075,0.264,2400,0,5,0,0,0,0.021,0.013,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
14,620,84464,true,60,0,0.373,0.006,0.001,,,,,0,49.266,56.034,0,,,,,,,,,,,,,,,,,,,0.186,0.71,0.613,3.258,0,0.049,5,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,33.959,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.023,0.028,18.544,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.095,0.734,22.824,0.472,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,26.554,3.15,23.075,0.264,2400,0,5,0,0,0,0.021,0.013,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
15,621,84558,true,60,44,44.099,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.457,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.195,1.057,1.014,3.62,0,0.079,6,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.367,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.178,0.029,18.804,0.265,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.14,0.752,16.318,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
16,622,84565,true,60,0,0.429,0.008,0,,,,,0,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.195,1.057,1.014,3.62,0,0.079,6,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.367,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.178,0.029,18.804,0.265,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.14,0.752,16.318,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
17,623,84655,true,60,41,41.036,0.022,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,34.96,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.194,0.838,0.711,3.601,0,0.062,5,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,34.855,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.178,0.029,18.804,0.265,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.351,0.752,23.163,0.342,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.477,3.247,23.658,0.496,2400,0,5,0,0,0,0.029,0.018,0,0.007,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
18,624,84664,true,60,0,0.37,0.006,0,,,,,0,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.194,0.838,0.711,3.601,0,0.062,5,2400,false,done,1,1,1,full,0.4001,0.161,0.207,0.0321,0,0.161,0.161,0.207,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.441,12,false,false,false,0,0,0,0.653,0.019,0,0.004,0.009,0.704,0.019,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,34.855,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.178,0.029,18.804,0.265,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.351,0.752,23.163,0.342,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.477,3.247,23.658,0.496,2400,0,5,0,0,0,0.029,0.018,0,0.007,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
19,625,84759,false,60,46,44.466,0.934,0.17,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.779,49.237,56.034,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.035,6,,1.22,3,,36.793,1,,0.2,0.826,0.729,3.947,0,0.089,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.707,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.561,0.029,18.084,0.358,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.124,0.757,16.304,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20,626,84769,true,60,1,0.377,0.005,0.001,,,,,0,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.2,0.826,0.729,3.947,0,0.089,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.177,0,0,1.133,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.707,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.561,0.029,18.084,0.358,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.124,0.757,16.304,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
21,627,84858,true,60,44,44.376,0.026,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.897,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.196,0.715,0.645,3.648,0,0.053,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,36.794,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.561,0.029,18.084,0.358,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.647,0.757,23.427,0.378,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,29.116,3.768,24.762,0.483,2400,0,5,0,0,0,0.025,0.016,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
22,628,84869,true,60,0,0.358,0.005,0,,,,,0,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.196,0.715,0.645,3.648,0,0.053,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,36.794,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.561,0.029,18.084,0.358,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.647,0.757,23.427,0.378,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,29.116,3.768,24.762,0.483,2400,0,5,0,0,0,0.025,0.016,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
23,629,84959,true,60,46,45.383,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,38.965,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.191,0.817,1.158,3.512,0,0.067,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,38.881,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.593,0.03,20.146,0.34,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.259,0.778,16.403,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
24,630,84968,true,60,0,0.733,0.011,0.001,,,,,0,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.191,0.817,1.158,3.512,0,0.067,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,38.881,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.593,0.03,20.146,0.34,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.259,0.778,16.403,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
25,631,85056,true,60,42,42.179,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,35.721,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.191,0.854,0.729,3.632,0,0.072,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.629,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.593,0.03,20.146,0.34,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.877,0.778,23.572,0.405,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.863,3.434,23.915,0.403,2400,0,5,0,0,0,0.021,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
26,632,85070,true,60,0,0.416,0.007,0,,,,,0,49.237,56.034,0,,,,,,,,,,,,,,,,,,,0.191,0.854,0.729,3.632,0,0.072,6,2400,false,done,1,1,1,full,0.3384,0.1143,0.198,0.0261,0,0.1143,0.1143,0.198,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.157,12,false,false,false,0,0,0,0.333,0.016,0,0.003,0.009,0.378,0.017,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.629,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.593,0.03,20.146,0.34,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.877,0.778,23.572,0.405,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.863,3.434,23.915,0.403,2400,0,5,0,0,0,0.021,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
27,633,85162,false,60,48,47.728,1.034,0.203,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.114,49.146,56.034,0,0,0,policy_gated,0,0,policy_gated,3.178,1,,6.716,6,,1.253,3,,36.126,1,,0.206,0.909,1.188,4.064,0,0.087,7,2400,false,done,1,1,1,full,0.3425,0.1137,0.202,0.0268,0,0.1137,0.1137,0.202,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.192,12,false,false,false,0,0,0,0.332,0.016,0,0.002,0.008,0.376,0.018,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.048,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.224,0.028,17.779,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,16.839,0.753,16.037,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
28,634,85178,true,60,1,0.352,0.005,0.001,,,,,0,49.146,56.034,0,,,,,,,,,,,,,,,,,,,0.206,0.909,1.188,4.064,0,0.087,7,2400,false,done,1,1,1,full,0.3425,0.1137,0.202,0.0268,0,0.1137,0.1137,0.202,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.192,12,false,false,false,0,0,0,0.332,0.016,0,0.002,0.008,0.376,0.018,cover,skipped_no_dirty,1.461,0,0,1.409,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,36.048,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.224,0.028,17.779,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,16.839,0.753,16.037,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
29,635,85258,true,60,44,44.376,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.039,49.146,56.034,0,,,,,,,,,,,,,,,,,,,0.195,0.787,0.759,3.621,0,0.053,5,2400,false,done,1,1,1,full,0.3425,0.1137,0.202,0.0268,0,0.1137,0.1137,0.202,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.192,12,false,false,false,0,0,0,0.332,0.016,0,0.002,0.008,0.376,0.018,cover,skipped_no_dirty,1.214,0,0,1.167,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,35.941,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.224,0.028,17.779,0.347,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,24.796,0.753,23.437,0.534,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,27.776,3.684,23.463,0.549,2400,0,5,0,0,0,0.029,0.019,0,0.007,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
