epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures
947,949,949,false,trade_planning,65535,949,949,3285,2400,120,261,5746,0,189478,0,231853,225,354,142940909,1406074992,80304350,612977629,287247176,612977629,20036082976,1177464978,397800,2841,341,2500,272800,125000,0,0,0,2923385,124400,4661513,12249536,-7588023,409,27964866126,57174594549,18859980440,1760242,3994980967,18858220198,31825561161,121890120,69458976,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11423,0,0,326,0,0,initial_topology_capture,0,0,0,6243384,24,47461,28575,13594,5935,5078,857,186,8991,0,0,113,0,0,87,6,9,0,566071656448,7427033855,0,0,0,57750,26,25,9,7,1,26,0,185,0,229,0,27409784,253672708,208768843,44903865,7321045519,948,199,6233,24568,2423,91,9,0,3707,0,3,0,7966976062,2511379,0,1675,0,69036365,0,359,139,11,118,2,849,30,24,0,2,0
948,950,950,false,trade_planning,65535,950,950,3287,2400,120,261,5747,0,176156,0,209512,189,706,141293041,1307123827,56133386,579699935,186299120,579699935,27669885366,1075549549,860100,11622,372,11250,297600,562500,0,0,0,6189873,137007,4559333,13504205,-8944872,412,32452915905,115208904948,26595481314,2005597,4636130937,26593475717,25641907809,124059018,28964795,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11423,0,1086,326,0,0,initial_topology_capture,1086,2309,0,6243384,24,47461,28575,13594,5935,5078,857,186,8991,0,0,113,0,0,74,0,13,0,566050684928,0,0,0,0,45750,19,16,6,5,3,19,0,201,1,229,0,25716868,228400639,200941967,27458672,5277111346,949,0,6238,24591,2428,91,9,0,3707,0,3,0,9251391323,47829,0,25378,77,69010987,0,354,135,12,130,1,0,28,27,0,0,0
949,951,951,false,trade_planning,65535,951,951,3293,2400,120,261,5746,0,159501,0,175066,170,620,118437465,1204038731,51977899,526313380,116145430,526313380,16669987967,508934372,647800,7841,341,7500,272800,375000,0,0,0,4721710,0,3810569,11399209,-7588640,400,29285303588,170556786081,16161956246,1550451,4183614895,16160405795,26489465992,106895376,41599518,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11423,0,2005,326,0,0,initial_topology_capture,2005,4661,0,6243384,24,47461,28575,13594,5935,5078,857,186,8991,0,0,113,0,0,63,0,11,0,566042296320,0,0,0,0,55500,23,21,11,6,6,23,0,213,0,241,0,36434410,206717288,171965684,34751604,6645697377,950,0,6244,24613,2433,92,9,0,3707,0,3,0,8356552068,4734340,0,631473,267,68379514,0,355,145,13,134,2,0,25,30,0,0,0
950,952,952,false,trade_planning,65535,952,952,3297,2400,120,261,5748,0,165683,0,179187,162,660,107349411,1029136841,53743261,539212331,213508310,539212331,21105024246,974957658,754450,10904,279,10625,223200,531250,0,0,0,5594885,0,4144720,14073842,-9929122,401,28673924465,31130889061,20131244286,1932148,4096275003,20129312138,35383489032,97371146,33400671,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11423,11423,32,42,326,0,0,initial_topology_capture,42,72,0,6252388,24,47531,28618,13617,5944,5087,857,186,8998,0,0,113,0,0,76,23,10,0,565987770368,18590322775,0,0,0,53250,23,21,14,5,0,23,0,171,1,228,0,36090352,192264446,159952566,32311880,5191792723,951,950,6239,24628,2429,92,9,0,3706,0,3,0,8160409652,2649866,0,175433,0,68204081,0,354,153,19,136,0,0,21,38,0,20,0
951,953,953,false,trade_planning,65535,953,953,3293,2400,120,261,5748,0,167671,0,196259,174,707,132114395,1170935581,63747371,550286548,160385085,550286548,20027966143,1219251264,679050,8466,341,8125,272800,406250,0,0,0,5033072,163548,5021606,13591372,-8569766,407,22364352075,552791241918,18810561609,2525780,3194907524,18808035829,19470059368,134123473,22285879,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11490,0,0,327,0,0,initial_topology_capture,0,0,0,6254107,24,47541,28626,13621,5944,5087,857,186,9001,0,0,113,0,0,71,4,9,0,565958410240,2093079657,0,0,0,43500,22,22,6,1,2,22,0,197,3,209,0,56475302,210362003,185594483,24767520,3162264451,952,195,6241,24651,2437,91,9,0,3701,0,3,0,6363155393,24790502,19927343,7893474,0,81234380,0,360,158,9,139,5,810,39,37,0,4,0
952,954,954,false,trade_planning,65535,954,954,3296,2400,120,261,5747,0,186636,0,234526,213,382,149799215,1459307407,31935416,601031788,268272008,601031788,18974297661,1003954054,397800,2841,341,2500,272800,125000,0,0,0,2928838,118947,4624406,11267203,-6642797,416,27981975958,52118053067,17970613858,668051,3997425223,17969945807,33704128118,133624765,73322410,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11490,0,970,327,0,0,initial_topology_capture,970,2309,0,6254107,24,47541,28626,13621,5944,5087,857,186,9001,0,0,113,0,0,59,0,12,0,565950021632,0,0,0,0,53000,23,21,11,7,2,23,0,174,1,220,0,38301224,269470517,217997532,51472985,9535022777,953,0,6247,24674,2442,91,9,0,3702,0,3,0,7967632701,437891,20,2715,776,81231687,0,351,130,18,124,2,0,36,30,0,0,0
953,955,955,false,trade_planning,65535,955,955,3294,2400,120,261,5749,0,180176,0,205034,184,642,127086721,1334325365,38157007,594890038,177728997,594890038,23071116347,1040622262,860100,11622,372,11250,297600,562500,0,0,0,6025712,301168,4161326,11477713,-7316387,411,31714332397,32432849222,22031431964,1797979,4530618996,22029633985,24932775956,111849397,41318747,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11490,0,2078,327,0,0,initial_topology_capture,2078,4586,0,6254107,24,47541,28626,13621,5944,5087,857,186,9001,0,0,113,0,0,52,0,7,0,565958410240,0,0,0,0,39000,20,20,9,5,4,20,0,195,0,199,0,38541299,209360671,180503974,28856697,3172023610,954,0,6254,24693,2451,91,9,0,3700,0,3,0,9038085260,4924138,1397043,269593,7154,82428994,0,368,151,16,127,0,0,32,23,0,0,0
954,956,956,false,trade_planning,65535,956,956,3291,2400,120,261,5749,0,149970,0,184338,152,411,110267125,1089131550,64254539,484378303,184280832,484378303,19204464825,998234324,647800,7841,341,7500,272800,375000,0,0,0,4721710,0,4011312,12053404,-8042092,407,28798748989,237797605855,18207667649,2084948,4114107095,18205582701,21072989052,98232732,63536755,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11043,0,0,328,0,0,initial_topology_capture,0,0,0,6270919,24,47664,28703,13660,5959,5100,859,186,9029,0,0,116,0,0,88,39,3,0,565937438720,50622342807,0,0,0,26000,13,12,13,7,7,13,0,166,2,202,0,21031042,211405460,160380073,51025387,4799877172,955,298,6247,24717,2450,91,10,0,3693,0,3,0,8216151369,15542755,0,630539,0,81798455,0,353,152,11,137,0,875,24,47,0,35,0
955,957,957,false,trade_planning,65535,957,957,3291,2400,120,261,5749,0,163399,0,181044,158,585,111543449,1088657887,58023726,526144691,154756769,526144691,20131619884,894261062,754450,10904,279,10625,223200,531250,0,0,0,5594885,0,3662351,10621258,-6958907,398,27136865492,85672210900,19238127786,1523414,3876695156,19236604372,33010046210,94473535,44003567,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11043,0,982,328,0,0,initial_topology_capture,982,2443,0,6270919,24,47664,28703,13660,5959,5100,859,186,9029,0,0,116,0,0,80,0,8,0,565962604544,0,0,0,0,40250,20,18,13,8,3,20,0,171,0,208,0,29282278,197949042,162675830,35273212,4350466712,956,0,6248,24732,2453,90,10,0,3692,0,3,0,7711403974,145548,0,175433,50127,81623022,0,351,145,10,135,3,0,26,34,0,0,0
956,958,958,false,trade_planning,65535,958,958,3289,2400,120,261,5747,0,169090,0,194494,171,517,132034766,1350222384,26216387,559250931,265162557,559250931,19799069855,1155491399,679050,8466,341,8125,272800,406250,0,0,0,5021421,175199,4902432,15091085,-10188653,414,22389591659,551095772525,18644097597,1198191,3198513181,18642899406,23201776426,110298809,57683762,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11043,0,2125,328,0,0,initial_topology_capture,2125,4802,0,6270919,24,47664,28703,13660,5959,5100,859,186,9029,0,0,116,0,0,70,0,10,0,565979381760,0,0,0,0,46750,24,24,7,3,3,24,0,180,0,220,1,43900396,221289714,187783564,33506150,7238791498,957,0,6251,24756,2457,91,10,0,3690,0,3,0,6357756168,4059,0,7893473,0,73729549,0,357,155,15,145,5,0,25,38,0,0,0
957,959,959,false,trade_planning,65535,959,959,3284,2400,120,261,5745,0,189773,0,231234,205,360,138844024,1400890114,97488758,614338289,249808427,614338289,19911339938,1277974174,366550,2216,341,1875,272800,93750,0,0,0,2817667,30118,4474608,14093494,-9618886,415,28246813447,46158152628,18633378248,379034,4035259159,18632999214,27884903087,124866475,45639803,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11043,11043,0,45,328,0,0,initial_topology_capture,45,72,0,6270919,24,47664,28703,13660,5959,5100,859,186,9029,0,0,116,0,0,62,0,8,0,565958410240,0,0,0,0,63250,28,25,8,3,4,28,0,198,0,228,0,41900425,233828337,201573347,32254990,5174357384,958,0,6249,24778,2457,91,10,0,3688,0,3,0,8044557310,2235085,0,4,0,73729545,0,363,143,17,110,15,0,32,37,0,0,0
958,960,960,false,trade_planning,65535,960,960,3285,2400,120,261,5745,0,178842,0,205814,160,714,155183095,1171133807,92452415,590978263,145375455,590978263,26276105097,1190205631,860100,11622,372,11250,297600,562500,0,0,0,6206572,120308,4189499,11846171,-7656672,408,31384544631,258214456373,25087185373,2146007,4483506470,25085039366,30266614520,127348749,76943780,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11043,11043,32,45,328,0,0,initial_topology_capture,45,72,0,6281370,24,47738,28751,13684,5962,5103,859,186,9035,0,0,116,0,0,76,24,10,0,565950021632,1218505854,0,0,0,39500,18,16,13,11,1,18,0,201,1,239,0,24006367,265058507,218965694,46092813,9987850976,959,301,6239,24793,2448,93,9,0,3686,0,3,0,8942390499,1742,1263,245827,51,73485045,0,356,142,16,137,0,0,25,39,0,24,0
959,961,961,false,trade_planning,65535,961,961,3287,2400,120,261,5743,0,157411,0,176476,143,564,110801395,1261879564,55226778,519177564,178038289,519177564,18997258804,641350869,647800,7841,341,7500,272800,375000,0,0,0,4721710,0,3953689,13035614,-9081925,412,28575076865,56368069909,18357464191,2204056,4082153937,18355260135,26282536524,97745066,38553876,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,12296,0,0,329,0,0,initial_topology_capture,0,0,0,6284591,24,47754,28767,13691,5962,5103,859,186,9047,0,0,116,0,0,77,7,6,0,565870329856,1829883540,0,0,0,64250,26,26,15,8,5,26,0,183,0,241,1,23189668,190730720,160004420,30726300,8508240596,960,200,6235,24805,2447,93,9,0,3683,0,3,0,8152814601,5001080,340621,653516,10,73189183,0,360,149,24,127,16,432,28,38,0,9,0
960,962,962,false,trade_planning,65535,962,962,3286,2400,120,261,5744,0,168189,0,176104,166,316,135191920,1279214934,94552388,553985852,234728379,553985852,21377592194,1184444292,1754450,30904,279,30625,223200,1531250,0,0,0,6598335,0,3842995,12126172,-8283177,400,29253823091,161975806082,20192653945,1260493,4179117673,20191393452,46328315408,99706249,56780862,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,12296,0,1008,329,0,0,initial_topology_capture,1008,2183,0,6284591,24,47754,28767,13691,5962,5103,859,186,9047,0,0,116,0,0,61,0,16,0,565782249472,0,0,0,0,39000,20,19,10,7,2,20,0,175,1,221,0,17969256,223868593,186467716,37400877,5577439034,961,0,6237,24821,2451,93,9,0,3681,0,3,0,8302432937,3844190,0,0,0,73189183,0,356,156,14,135,0,0,35,30,0,0,0
961,963,963,false,trade_planning,65535,963,963,3288,2400,120,261,5744,0,173433,0,189779,171,542,131186017,1406759462,51298931,576756519,292699921,576756519,20929710577,1186496600,679050,8466,341,8125,272800,406250,0,0,0,5196620,0,4592691,14867060,-10274369,407,22938461286,557217572917,19744380934,1846007,3276923133,19742534927,26448702999,112090703,32190875,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,12296,12296,0,45,329,0,0,initial_topology_capture,45,72,0,6284591,24,47754,28767,13691,5962,5103,859,186,9047,0,0,116,0,0,46,0,15,0,565652226048,0,0,0,0,51250,20,17,8,3,1,20,0,181,3,213,0,18153396,215763525,190805879,24957646,9276643871,962,0,6249,24842,2467,92,9,0,3678,0,3,0,6523552203,1171793,0,7893472,1082061,65295711,0,361,162,12,148,0,0,31,25,0,0,0
962,964,964,false,trade_planning,65535,964,964,3291,2400,120,261,5742,0,187447,0,233284,177,453,145432693,1403142418,95306082,600416052,220101067,600416052,19469608919,982639408,366550,2216,341,1875,272800,93750,0,0,0,2744415,103370,4943929,11348333,-6404404,417,29334591174,54862153054,18487875108,1272147,4190655972,18486602961,34266260828,127063357,52263181,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11027,0,0,330,0,0,initial_topology_capture,0,0,0,6298540,24,47849,28825,13717,5977,5118,859,187,9060,0,0,116,0,0,66,26,6,0,565564145664,18234955977,0,0,0,39500,19,17,8,6,5,19,0,186,1,211,0,23455115,248034960,210614587,37420373,6235868310,963,200,6228,24849,2450,92,9,0,3674,0,3,0,8355007909,153468,0,4,0,65295707,0,346,135,19,133,2,1696,34,56,0,32,0
963,965,965,false,trade_planning,65535,965,965,3293,2400,120,261,5741,0,176995,0,207198,171,634,124585290,1160405773,140468715,581977252,177538850,581977252,25210911037,1195708246,860100,11622,372,11250,297600,562500,0,0,0,6232454,94426,4190582,11326009,-7135427,414,31274791283,352021076309,24017385956,3043265,4467827414,24014342691,35442661705,112656819,45099923,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11027,0,963,330,0,0,initial_topology_capture,963,2441,0,6298540,24,47849,28825,13717,5977,5118,859,187,9060,0,0,116,0,0,62,0,4,0,565526396928,0,0,0,0,62000,19,18,12,9,1,19,0,167,0,203,1,12282930,215548729,181100267,34448462,9229870532,964,0,6233,24870,2457,93,9,0,3671,0,3,0,8911428842,3726768,3198147,244833,25,68408939,0,364,155,13,135,250,0,27,27,0,0,0
964,966,966,false,trade_planning,65535,966,966,3294,2400,120,261,5739,0,159884,0,173791,146,358,102115740,1064445338,121639264,526545583,171448726,526545583,19417516238,1029028265,647800,7841,341,7500,272800,375000,0,0,0,4685906,116564,3606736,12706267,-9099531,400,28432963735,202776356585,18389624984,1784811,4061852055,18387840173,19952260132,94033879,35128510,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11027,0,2073,330,0,0,initial_topology_capture,2073,4837,0,6298540,24,47849,28825,13717,5977,5118,859,187,9060,0,0,116,0,0,52,0,10,0,565593505792,0,0,0,0,23750,12,12,16,10,2,12,0,198,2,205,0,22328554,184149659,150596310,33553349,3387497413,965,0,6234,24885,2458,94,9,0,3670,0,3,0,8102025387,5053023,0,630504,0,67778435,0,352,143,17,129,25,0,45,19,0,0,0
965,967,967,false,trade_planning,65535,967,967,3291,2400,120,261,5735,0,169509,0,174609,157,332,119604369,1212400403,81503943,556335008,250294007,556335008,21453105339,1017429888,754450,10904,279,10625,223200,531250,0,0,0,5594885,0,4018704,11963812,-7945108,399,30039829529,224392896603,20436728524,1807523,4291404302,20434921001,34232589913,107310716,50265261,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11027,11027,0,44,330,0,0,initial_topology_capture,44,74,0,6298540,24,47849,28825,13717,5977,5118,859,187,9060,0,0,116,0,0,38,0,14,0,565631254528,0,0,0,0,35250,20,20,12,6,3,20,0,161,0,204,0,23071639,212762858,171264220,41498638,7707381147,966,0,6225,24898,2451,94,9,0,3668,0,3,0,8515817464,2602695,1329,0,0,67779831,0,348,147,20,130,447,0,19,36,0,0,0
966,968,968,false,trade_planning,65535,968,968,3288,2400,120,261,5735,0,166409,0,196470,138,472,134953100,1289060778,15392854,542623325,141517144,542623325,17349815712,523304620,679050,8466,341,8125,272800,406250,0,0,0,5196620,0,4744172,13715680,-8971508,405,22677589845,33241814776,16826530933,698891,3239655776,16825832042,23325637104,122546326,39010882,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11027,11027,32,44,330,0,0,initial_topology_capture,44,74,0,6311803,24,47931,28863,13735,6003,5144,859,187,9063,0,0,116,0,0,50,18,6,0,565748695040,1426218540,0,0,0,53250,28,26,6,2,1,28,0,171,0,219,0,51648445,220092252,194094827,25997425,3939407208,967,25,6218,24903,2442,95,9,0,3669,0,3,0,6443690100,172932,0,4106482,176921,63673349,0,358,151,19,134,1,0,29,37,0,20,0
967,969,969,false,trade_planning,65535,969,969,3286,2400,120,261,5736,0,198765,0,221517,178,627,128286114,1540696447,28981300,654424887,295018690,654424887,18454931961,1078468343,366550,2216,341,1875,272800,93750,0,0,0,2764803,82982,4540150,12902655,-8362505,404,27691781987,52116995581,17377174209,1077141,3955968945,17376097068,26480335142,120969179,23541092,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,12301,0,0,331,0,0,initial_topology_capture,0,0,0,6314318,24,47943,28875,13744,6003,5144,859,187,9063,0,0,116,0,0,52,9,7,0,565832581120,32416091009,0,0,0,76500,28,25,10,5,3,28,0,188,0,233,1,41953762,213313791,190069463,23244328,2559364577,968,203,6216,24916,2441,95,9,0,3668,0,3,0,7879800735,6687,0,4,0,63673345,0,364,150,15,119,1,427,38,24,0,3,0
968,970,970,false,trade_planning,65535,970,970,3281,2400,120,261,5736,0,176664,0,207067,159,621,136843299,1334463514,55388093,581927652,178581470,581927652,22533609033,1191540554,860100,11622,372,11250,297600,562500,0,0,0,6258165,68715,4169262,9983716,-5814454,419,29229458091,44761875080,21344416837,3208458,4175636960,21341208379,29370248445,104854588,79731338,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,12301,0,1053,331,0,0,initial_topology_capture,1053,2136,0,6314318,24,47943,28875,13744,6003,5144,859,187,9063,0,0,116,0,0,41,0,11,0,565895495680,0,0,0,0,41500,24,22,10,7,1,24,0,212,1,234,0,28058692,244215007,197124970,47090037,7148951916,969,0,6216,24935,2440,95,9,0,3669,0,3,0,8322891857,671791,167,245317,169,63428205,0,364,153,16,137,28,0,41,24,0,0,0
969,971,971,false,trade_planning,65535,971,971,3275,2400,120,261,5737,0,155200,0,178091,137,521,107054740,1195360413,11192377,506793872,172500881,506793872,17978619652,536554690,1147800,17841,341,17500,272800,875000,0,0,0,5296496,119944,4017428,10060466,-6043038,395,30045567214,31264788098,17442884994,1967832,4292223973,17440917162,34648628945,101039584,83486914,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,12301,0,1926,331,0,0,initial_topology_capture,1926,4292,0,6314318,24,47943,28875,13744,6003,5144,859,187,9063,0,0,116,0,0,37,0,4,0,565929050112,0,0,0,0,90000,29,27,13,6,5,29,0,181,0,239,0,22599286,232528702,156644371,75884331,10135513944,970,0,6229,24959,2450,96,9,0,3671,0,3,0,8573572201,4329208,0,630504,180155,62797701,0,350,145,17,124,0,0,26,38,0,0,0
970,972,972,false,trade_planning,65535,972,972,3276,2400,120,261,5735,0,164923,0,178775,132,552,112655286,1109888172,57447920,536744744,156755649,536744744,20464335805,939463281,754450,10904,279,10625,223200,531250,0,0,0,5594885,0,4109631,11238797,-7129166,391,28293885672,145509633201,19526254642,2136568,4041983750,19524118074,38261064611,94279939,59312186,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,12301,12301,32,45,331,0,0,initial_topology_capture,45,72,0,6320204,24,48011,28915,13762,6011,5152,859,187,9066,0,0,116,0,0,46,18,9,0,565924855808,1121653742,0,0,0,63750,23,23,12,8,3,23,0,164,1,220,0,36504409,209961398,164699911,45261487,8423083145,971,26,6220,24970,2443,97,9,0,3668,0,3,0,8040202521,3687773,0,1784,85,62795917,0,338,147,16,133,30,0,40,43,0,22,0
971,973,973,false,trade_planning,65535,973,973,3281,2400,120,261,5739,0,163478,0,198926,147,622,113975547,1133790722,75363597,530766526,205375724,530766526,18183442244,964605673,679050,8466,341,8125,272800,406250,0,0,0,5196620,0,4753676,12398975,-7645299,406,21029803227,551746990153,17219808989,1651468,3004257690,17218157521,24738651250,101052843,51096412,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,10617,0,0,332,0,0,initial_topology_capture,0,0,0,6323117,24,48023,28927,13768,6011,5152,859,187,9074,0,0,116,0,0,45,6,7,0,565916467200,10874813674,0,0,0,57500,26,24,7,4,1,26,0,184,3,216,0,53726942,205326689,167183620,38143069,9321743050,972,204,6221,24985,2446,97,9,0,3666,0,3,0,5988788435,3379740,0,3487298,0,59308619,0,350,155,11,149,0,1685,34,26,0,6,0
972,974,974,false,trade_planning,65535,974,974,3280,2400,120,261,5739,0,186775,0,233177,162,492,139239288,1306411978,54620433,597694907,185085210,597694907,18175884353,852434681,366550,2216,341,1875,272800,93750,0,0,0,2730891,116894,4630562,9175655,-4545093,410,27931348842,60346408027,17324104337,1021215,3990192779,17323083122,33544814566,127446399,80298715,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,10617,0,2219,332,0,0,initial_topology_capture,2219,4992,0,6323117,24,48023,28927,13768,6011,5152,859,187,9074,0,0,116,0,0,40,0,5,0,565937438720,0,0,0,0,28500,19,18,9,3,1,19,0,197,1,217,0,29273760,272565772,206083856,66481916,4927205124,973,0,6216,25000,2443,96,9,0,3665,0,3,0,7952822181,3828900,4755,836,0,59312776,0,340,126,21,126,0,0,26,36,0,0,0
973,975,975,false,trade_planning,65535,975,975,3283,2400,120,261,5737,0,175059,0,208327,146,491,116089434,1264468894,117679505,570480517,205710985,570480517,20900727838,1353297560,860100,11622,372,11250,297600,562500,0,0,0,6180674,146206,4316730,13158043,-8841313,417,26305264021,100265791491,19550060902,3490724,3757894950,19546570178,31564019542,102642653,28972121,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,10617,10617,32,45,332,0,0,initial_topology_capture,45,72,0,6331768,24,48099,28972,13792,6019,5160,859,187,9078,0,0,116,0,0,58,24,6,0,565958410240,5674534229,0,0,0,49250,20,17,4,2,4,20,0,176,0,204,0,14253822,193081103,170895489,22185614,2811527222,974,29,6211,25020,2440,95,9,0,3664,0,3,0,7492273940,675902,27129,249477,0,59091785,0,366,156,17,129,239,0,25,52,0,21,0
974,976,976,false,trade_planning,65535,976,976,3280,2400,120,261,5738,0,159591,0,173441,106,365,112688794,1224566463,79814191,528051703,174810729,528051703,22633244742,1036552378,654250,8435,310,8125,248000,406250,0,0,0,4704348,17362,3722644,11444807,-7722163,396,28253100418,168676786455,21597663559,1625445,4036157293,21596038114,21737389886,92587655,57557440,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11901,0,0,333,0,0,initial_topology_capture,0,0,0,6335498,24,48111,28984,13802,6019,5160,859,187,9086,0,0,116,0,0,61,10,7,0,565929050112,8557676851,0,0,0,30250,14,10,15,10,6,14,0,167,2,210,0,13644003,203411884,158341628,45070256,4726709774,975,207,6207,25031,2438,95,8,0,3663,0,3,0,8062895014,224,224,5,0,59092016,0,343,135,10,129,29,13,37,24,0,2,0
975,977,977,false,trade_planning,65535,977,977,3282,2400,120,261,5737,0,161241,0,182185,118,390,120765828,1031701668,69710911,519581295,160731465,519581295,23938918455,950934166,785700,11529,279,11250,223200,562500,0,0,0,5969355,0,3921735,12978533,-9056798,389,32034553269,213084019100,22989451152,2252563,4576364835,22987198589,36439434281,119364240,45242868,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11901,0,1066,333,0,0,initial_topology_capture,1066,2236,0,6335498,24,48111,28984,13802,6019,5160,859,187,9086,0,0,116,0,0,58,0,3,0,565920661504,0,0,0,0,42750,17,15,11,5,5,17,0,171,0,200,0,20073774,219690319,172151948,47538371,6500158454,976,0,6215,25053,2443,97,8,0,3664,0,3,0,9112850205,6611669,2238787,391789,0,61050961,0,339,150,13,137,1,0,35,29,0,0,0
976,978,978,false,trade_planning,65535,978,978,3276,2400,120,261,5737,0,173020,0,188884,119,619,132263976,1526440003,54645892,576997379,292936518,576997379,20177538275,967667781,679050,8466,341,8125,272800,406250,0,0,0,5196620,0,4493806,13927831,-9434025,408,23421596444,551760216375,19211545223,2353779,3345942433,19209191444,20104336888,123250453,19525268,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11901,11901,0,46,333,0,0,initial_topology_capture,46,72,0,6335498,24,48111,28984,13802,6019,5160,859,187,9086,0,0,116,0,0,52,0,6,0,565912272896,0,0,0,0,24500,18,15,8,5,3,18,0,164,0,217,0,48232811,201266184,184076543,17189641,3320415546,977,0,6228,25075,2455,97,8,0,3665,0,3,0,6674034347,23459,227,3487336,996435,57563864,0,365,164,8,146,11,0,29,26,0,0,0
