epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
11,13,13,false,trade_planning,65535,13,13,4154,2400,120,261,8430,0,526337,0,32014,286,170,361295081,3002453916,137532448,1733347098,3754817,1733347098,105099290847,248495328,3192395050,29152961,2312996,26839965,1850396800,1341998250,0,0,0,1510172782,0,41529427,41822950,-293523,0,255141574422,124120774691,101658980153,579684,36448796437,101658400469,4984571523,342219582,41210665,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,10918,0,2089,4,0,0,initial_topology_capture,2089,4488,0,25986,0,292,168,35,0,0,0,0,8,0,0,0,0,0,6,0,0,0,641413939200,0,0,0,0,164250,78,76,113,77,40,78,0,409,0,0,18,47805763,554480589,538546246,15934343,2260091825,12,0,0,0,0,0,0,0,0,0,0,0,72897190424,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,1374121189054,654722666652,621984531515,1996105720569,5352111546,0,0,101658400469,885853,62259
12,14,14,false,trade_planning,65535,14,14,4167,2400,120,261,8444,0,440236,0,30872,143,153,306483013,2475181778,256222495,1432576486,2019183,1432576486,117542486477,491507056,4520999750,55919995,2300000,53619995,1840000000,2680999750,0,0,0,2222087271,0,43628544,42447104,1181440,0,220778270816,174461180120,112530586715,607044,31539753056,112529979671,4376872110,288913441,39232600,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,10918,10918,0,23,4,0,0,initial_topology_capture,23,77,0,25986,0,292,168,35,0,0,0,0,8,0,0,0,0,0,5,0,1,0,641296498688,0,0,0,0,153000,65,62,91,57,42,65,0,352,1,0,12,38194148,473421433,457559139,15862294,1991928819,13,0,0,0,0,0,0,0,0,0,0,0,63077317356,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,1376993954201,668891076764,635444477929,2012438432130,5924197132,0,30860,112529979671,801943,62259
13,15,15,false,trade_planning,65535,15,15,4182,2400,120,261,8456,0,476830,0,30674,165,164,327851965,2812198591,99910448,1565436702,12323294,1565436702,107220238189,311520901,3583696550,43113946,1903999,41209947,1523199200,2060497350,0,0,0,1754488471,0,42043146,40846755,1196391,0,232334383799,110218483393,103325416633,395895,33190626333,103325020738,4483042524,320458663,8378873,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11789,0,0,5,0,0,initial_topology_capture,0,0,0,36939,0,400,228,46,4,2,2,0,16,0,0,0,0,0,16,11,0,0,641267138560,9154326,0,0,0,123250,71,67,98,61,35,71,0,386,1,0,17,42666426,489189684,489111303,78381,1902876327,14,14,0,0,0,0,0,0,0,0,0,0,66378363820,0,0,0,0,0,0,0,0,0,0,0,413,9,35,0,49,0,1371671103493,685280659407,651014531436,2022685634929,5439790780,97391,0,103325118129,870009,62259
14,16,16,false,trade_planning,65535,16,16,4188,2400,120,261,8471,0,464051,0,43178,219,135,188617029,1274791326,51776042,1569413642,6442626,1569413642,81770514321,65865146,3473597950,50841974,1241999,49599975,993599200,2479998750,0,0,0,1752186377,0,32905089,34942896,-2037807,116,229303309848,78951016038,78231910120,858895,32757615776,78231051225,3053420571,158865217,86671007,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,11789,0,914,5,0,0,initial_topology_capture,914,2113,0,36939,0,400,228,46,4,2,2,0,16,0,0,0,0,0,16,0,0,0,640847708160,0,0,0,0,179000,73,69,62,41,12,73,0,253,1,0,8,39679968,321785726,279007783,42777943,1229143727,15,0,0,0,0,0,0,0,0,0,0,0,65662780489,0,0,0,0,0,0,0,0,0,0,0,0,84,44,0,0,0,1369462788829,676445848781,642621488315,2012084277144,4118371698,0,0,78231051225,1147231,62259
15,17,17,false,trade_planning,65535,17,17,4169,2400,120,261,8485,0,560781,0,52607,267,157,218146934,1406597621,179595160,1881268799,3513175,1881268799,116816917286,438630835,5821999900,78639998,2520000,76119998,2016000000,3805999900,0,0,0,2899713062,0,40155230,42635625,-2480395,115,268348829914,203921573176,110557104253,817702,38335547216,110556286551,3398776255,195118003,62485700,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11789,11789,0,32,5,0,0,initial_topology_capture,32,75,0,36939,0,400,228,46,4,2,2,0,16,0,0,0,0,0,14,0,2,0,640411500544,0,0,0,0,167750,66,58,67,47,16,66,0,240,0,0,6,33469643,351554353,321898161,29656192,1574219272,16,0,1102,1102,129,0,0,0,973,0,0,0,76877532792,0,0,0,0,0,0,0,0,0,0,0,0,92,41,0,0,0,1367946419254,675089134659,641332614015,2009279033269,5819873279,0,4379,110556286551,810896,62259
16,18,18,false,trade_planning,65535,18,18,4164,2400,120,261,8495,0,512751,0,45738,283,145,196117716,1317823798,60019964,1734318183,1211086,1734318183,93321880193,64398793,3256897000,29767970,2357998,27409972,1886398400,1370498600,0,0,0,1540833301,0,33339943,34095367,-755424,131,250250559805,91634860187,90001543006,958606,35750080066,90000584400,2967737132,181941537,39886445,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,10940,0,0,6,0,0,initial_topology_capture,0,0,0,50345,0,560,316,86,8,2,6,0,28,0,0,0,0,0,49,40,5,0,640398917632,416760968,0,0,0,134250,69,63,76,60,18,69,0,291,0,0,17,34956764,309184660,289852566,19332094,1117812728,17,17,2266,2276,268,0,0,0,1998,0,0,0,71534290808,0,0,0,0,0,0,0,0,0,0,0,1242,87,75,0,45,0,1364141465312,674784836518,641043531659,2005184996971,4737918873,2018835,26196,90002603235,993308,62259
17,19,19,false,trade_planning,65535,19,19,4183,2400,120,261,8513,0,433068,0,38156,238,122,184879973,1207667425,97370573,1431404182,1169767,1431404182,109391487876,143530105,4520499250,55909985,2300000,53609985,1840000000,2680499250,0,0,0,2222219645,0,36453540,35058244,1395296,100,223208375985,191920813571,104728642300,1183779,31886910932,104727458521,3177792149,143843913,119362410,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,10965,0,0,7,0,0,initial_topology_capture,0,0,0,67909,0,716,392,108,32,2,30,0,46,0,0,0,0,0,65,22,6,0,640369557504,166766892,0,0,0,140250,60,55,73,52,15,60,0,219,1,0,9,31502334,332110091,273470068,58640023,1531030733,18,18,3499,3515,413,0,0,0,3086,0,0,0,63795402549,0,0,0,0,0,0,0,0,0,0,0,386,74,47,0,50,0,1357959714180,672288164607,638671700942,1996631415122,5512932391,6400491,100075,104733859012,849727,62259
18,20,20,false,trade_planning,65535,20,20,4188,2400,120,261,8530,0,464983,0,42604,217,134,171219681,1225127989,57291351,1568477126,16994627,1568477126,100116927133,409681190,3620000000,43900000,1900000,42000000,1520000000,2100000000,0,0,0,1774451857,0,36432770,34371723,2061047,127,226840016382,99445538019,96087928154,682211,32405716717,96087245943,2598017514,165164140,13528886,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,10965,0,1094,7,0,0,initial_topology_capture,1094,2266,0,67909,0,716,392,108,32,2,30,0,46,0,0,0,0,0,57,0,8,0,639887212544,0,0,0,0,131750,66,60,66,38,15,66,0,233,0,0,3,35586786,258822008,253097107,5724901,1015084617,19,0,4621,4637,713,0,0,0,3908,0,0,0,65047664884,0,0,0,0,0,0,0,0,0,0,0,0,83,31,0,0,0,1345291973948,683394469847,649222657023,1994514630971,5058187798,0,481421,96087245943,917552,62259
19,21,21,false,trade_planning,65535,21,21,4220,2400,120,261,8542,0,423361,0,83823,210,255,288005772,1550663399,109594294,1468073020,7128449,1468073020,95330187918,474075167,3588998550,52279971,1300000,50979971,1040000000,2548998550,0,0,0,1808966586,0,27789030,31804615,-4015585,324,228114681954,143696276246,91268020014,905813,32587811787,91267114201,4327872505,250574042,108086672,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11362,0,0,8,0,0,initial_topology_capture,0,0,0,86610,0,876,480,127,56,6,50,0,63,0,0,0,0,0,65,19,11,0,640419889152,367853624,0,0,0,89000,71,67,62,51,11,71,0,397,1,0,3,33597586,489263436,433273278,55990158,1776097564,20,20,5708,5776,666,0,0,0,5042,0,0,0,65108775466,28072,0,0,0,0,0,116,53,0,12,0,404,30,80,0,65,0,1314998321491,704046581464,668842099962,1983840421453,4804679931,29107318,2060674,91296221519,943957,62259
20,22,22,false,trade_planning,65535,22,22,4240,2400,120,261,8551,0,512216,0,101165,255,262,376422645,1918759819,206113797,1760450505,552317,1760450505,111339752392,416465245,5836499850,78929997,2520000,76409997,2016000000,3820499850,0,0,0,2907670559,0,38083987,38603154,-519167,370,267795041819,239415704774,105087825143,1037846,38256434632,105086787297,6328929351,279306395,283622564,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,11362,0,1222,8,0,0,initial_topology_capture,1222,1995,0,86610,0,876,480,127,56,6,50,0,63,0,0,0,0,0,51,0,14,0,640797376512,0,0,0,0,152750,88,83,50,40,11,88,0,407,0,0,12,41716422,708516950,565186936,143330014,3259729051,21,0,5668,5779,640,0,0,0,5028,0,0,0,76499011617,23283,0,0,0,0,0,115,38,0,8,0,0,25,61,0,0,0,1281460546283,725175684594,688914683405,1970375229688,5532182234,0,403712,105086787297,799166,62259
21,23,23,false,trade_planning,65535,23,23,4264,2400,120,261,8563,0,469898,0,88598,233,226,326671345,1742847622,86942520,1623829308,1512436,1623829308,97183685624,206733216,3440499950,32509999,2420000,30089999,1936000000,1504499950,0,0,0,1633759138,0,31752272,30821882,930390,361,246409168085,102654716336,93537444571,992113,35201309817,93536452458,4956764032,282004043,125648586,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,11362,0,2315,8,0,0,initial_topology_capture,2315,4170,0,86610,0,876,480,127,56,6,50,0,63,0,0,0,0,0,36,0,15,0,640877068288,0,0,0,0,195000,86,81,71,62,21,86,0,394,0,0,10,40365491,554965626,491013852,63951774,2021232736,22,0,5619,5780,609,0,0,0,5010,0,0,0,70583601039,44742,0,0,0,0,0,131,63,0,14,0,0,38,65,0,0,0,1242862308316,750073937501,712567947626,1955430255942,4924209199,0,23719072,93536452458,870807,62259
22,24,24,false,trade_planning,65535,24,24,4274,2400,120,261,8575,0,392078,0,79088,193,251,266461824,1507274135,87689933,1340969262,6410227,1340969262,101832222513,358313776,4542500000,56350000,2300000,54050000,1840000000,2702500000,0,0,0,2233989846,0,33057884,32997647,60237,311,217931295344,118649773285,96932482272,1073535,31133042278,96931408737,4407627015,219014451,145450720,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11362,11362,0,33,8,0,0,initial_topology_capture,33,74,0,86610,0,876,480,127,56,6,50,0,63,0,0,0,0,0,25,0,11,0,640927399936,0,0,0,0,184500,77,70,63,53,15,77,0,324,0,0,10,35709598,480443251,401769782,78673469,2097346627,23,0,5575,5783,581,0,0,0,4994,0,0,0,62251499841,35113,0,0,0,0,0,100,44,0,11,0,0,20,67,0,0,0,1204801580827,775366563031,736595864604,1941397445431,5102690550,0,940596,96931408737,814574,62259
23,25,25,false,trade_planning,65535,25,25,4308,2400,120,261,8588,0,423551,0,83962,208,282,296307611,1600884121,88385756,1468369267,15861744,1468369267,94725445969,493484527,3640499900,44234998,1905000,42329998,1524000000,2116499900,0,0,0,1784991843,0,30958736,30164441,794295,334,216776820143,102803796189,90592162671,701129,30968117255,90591461542,4745445687,238938804,166443446,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11362,11362,32,33,8,0,0,initial_topology_capture,33,74,0,101039,0,1036,546,157,94,30,64,2,67,0,0,0,0,0,49,30,6,0,641388773376,1874183439,0,0,0,142500,81,75,69,60,10,81,0,411,0,0,7,38926142,531535283,446638754,84896529,2287071125,24,24,5511,5784,534,1,0,0,4976,0,0,0,61880611606,39775,0,0,0,0,0,127,62,0,16,0,0,19,90,0,35,0,1170107695916,801194639722,761132458552,1931240154468,4769069968,41291936,267102,90632753478,846097,62259
24,26,26,false,trade_planning,65535,26,26,4303,2400,120,261,8598,0,182012,0,325067,222,327,194657028,1990305432,82393429,49703534,35733486,49703534,63629493270,372013189,3666000000,53520000,1320000,52200000,1056000000,2610000000,0,0,0,1848451992,0,30897668,51779109,-20881441,496,201376950666,64723604716,59592275257,795176,28768135889,59591480081,3175895158,176172731,31623617,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11834,0,0,9,0,0,initial_topology_capture,0,0,0,101039,0,1036,546,157,94,30,64,2,67,0,0,0,0,0,41,0,8,0,641346830336,0,0,0,0,204250,73,70,39,31,17,73,0,156,1,0,3,36683036,310470696,273749981,36720715,1464702737,25,0,5432,5785,503,0,0,0,4929,0,0,0,57524928539,6502,0,0,0,0,0,283,209,37,44,0,768,68,100,0,0,0,1156556914420,800743229906,760703620569,1917260534989,3137872747,0,5897068,59591480081,1271928,62259
